"name","street","city","zip","email"
"Obecný úrad Silica","č. 43","Silica",4952,"silica@silica.sk"
"Obecný úrad Mengusovce","č. 123","Mengusovce",5936,"mengusovce@stonline.sk"
"Obecný úrad Veľké Dvorany","č. 2","Veľké Dvorany",95601,"ocuvelkedvorany@orangemail.sk"
"Obecný úrad Kocurany","č. 105","Kocurany",97202,"obec@kocurany.sk"
"Úrad práce, sociálnych vecí a rodiny Malacky","Záhorácka 60/A","Malacky",90101,"upsvr_ma@upsvar.sk"
"Obecný úrad Valaská","Nám. 1. mája 460/8","Valaská",97646,"ocuvalaska@mbox.zelpo.sk"
"Obecný úrad Špania Dolina","č. 132","Špania Dolina",97401,"spaniadolina@spaniadolina.sk"
"Obecný úrad Ilija","č. 150","Ilija",96901,"obec_ilija@stonline.sk"
"Obecný úrad Železník","č. 16","Železník",8701,"obeczeleznik@orangemail.sk, ocuzeleznik@stonline.sk"
"Obecný úrad Skýcov","Školská 294","Skýcov",95185,"ocu.skycov@zoznam.sk"
"Obecný úrad Vaďovce","č. 1","Vaďovce",91613,"vadovce@stonline.sk"
"Matrika Selice","Sovietskej armády 1131","Selice",92572,"obecselice@salamon.sk"
"Obecný úrad Bohdanovce","č. 142","Bohdanovce",4416,"bohdanovce@stonline.sk"
"Obecný úrad Čereňany","Pálenícka 491/4","Čereňany",97246,"cerenany@cerenany.sk"
"Obecný úrad Nižný Slavkov","č. 102","Nižný Slavkov",8275,"niznyslavkov@niznyslavkov.sk"
"Obecný úrad Malá nad Hronom","č. 2","Malá nad Hronom",94365,"oumala@mail.viapvt.sk"
"Obecný úrad Ľubá","č. 79","Ľubá",94353,"oculuba@stonline.sk"
"Obecný úrad Hrišovce","č. 67","Hrišovce",5351,"hrisovce@hrisovce.sk, starosta@hrisovce.sk"
"Obecný úrad Vyšný Čaj","č. 85","Vyšný Čaj",4416,"vysny.caj@post.sk"
"Obecný úrad Veľká Tŕňa","Hlavná 122","Veľká Tŕňa",7682,"obecvelkatrna@kid.sk,  obecvelkatrna@post.sk"
"Obecný úrad Jamník","č. 101","Jamník",5322,"obecjamnik@stonline.sk"
"Obecný úrad Ďurková","č. 18","Ďurková",6541,"obecdurkova@slnet.sk"
"Matrika Dobrá Voda","č. 121","Dobrá Voda",91954,"dobra.voda@nextra.sk"
"Obecný úrad Rokytov","č. 115","Rokytov",8601,"obecrokytov@stonline.sk"
"Obecný úrad Očová","SNP 330/110","Očová",96223,"obecocova@mail.t-com.sk"
"Matrika Bátorove Kosihy","Hlavná 873","Bátorove Kosihy",94634,"batorovekosihy@nextra.sk"
"Obecný úrad Strekov","Blatná 1036","Strekov",94137,"obec.strekov@stonline.sk"
"Obecný úrad Nemčiňany","č. 128","Nemčiňany",95181,"obec-nemcinany@naex.sk"
"Obecný úrad Veľká Čausa","č. 83","Veľká Čausa",97101,"velka_causa@stonline.sk"
"Obecný úrad Vrícko","č. 136","Vrícko",3831,"obec.vricko@stonline.sk"
"Obecný úrad Záborské","č. 39","Záborské",8253,"obeczaborske@stonline.sk"
"Daňový úrad Moldava nad Bodvou","Hlavná 112","Moldava nad Bodvou",4523,"du.mb@ke.drsr.sk"
"Obecný úrad Hajnáčka","Hlavné nám. 500","Hajnáčka",98033,"hajnacka@stonline.sk"
"Obecný úrad Rakytník","Rakytník","Rakytník",98021,"ourakytnik@rsnet.sk"
"Matrika Ohrady","č. 267","Ohrady",93012,"ocuohrady@stonline.sk"
"Obecný úrad Kleňany","č. 149","Kleňany",99110,"obecuradklenany@pobox.sk, klenany@pobox.sk"
"Obecný úrad Čertižné","č. 57","Čertižné",6752,"ocu.certizne@orangemail.sk"
"Úrad práce, sociálnych vecí a rodiny Bratislava V. - úsek služieb zamestnanosti","Poloreckého 1","Bratislava - Petržalka",85104,"katarina.dubovanova@upsvar.sk"
"Obecný úrad Horná Seč","Hlavná 19","Horná Seč",93531,"obechornasec@stonline.sk"
"Obecný úrad Mlynčeky","č. 99","Mlynčeky",5976,"mlynceky@mlynceky.sk"
"Miestny úrad Košice - Šaca","Železiarenská 9","Košice - Šaca",4015,"saca@saca.sk"
"Matrika Vištuk","č. 353","Vištuk",90085,"ou-vistuk@stonline.sk"
"Obecný úrad Fintice","Grófske nádvorie 210/1","Fintice",8216,"obecfintice@szm.sk"
"Mestský úrad Dolný Kubín","Nám. P. O. Hviezdoslava 1651/2 ","Dolný Kubín",2601,"primator@dolnykubin.sk"
"Obecný úrad Sokolovce","Piešťanská 234/84","Sokolovce",92231,"sokolovce@sokolovce.sk"
"Obecný úrad Hamuliakovo","č. 127","Hamuliakovo",90043,"ocuhamuliakovo@madnet.sk"
"Matrika Vrútky","Matušovičovský rad 4","Vrútky",3861,"vrutky@nextra.sk"
"Fakultná nemocnica L. Pasteura - pracovisko Rastislavova 43","Rastislavova 43","Košice - Juh",4190,"fnlp@fnlp.sk;sekret@fnlp.sk"
"Matrika Pohronský Ruskov","Hlavná 74","Pohronský Ruskov",93562,"obecpohr.ruskov@stonline.sk"
"Obecný úrad Veľký Grob","č. 272","Veľký Grob",92527,"starosta@velkygrob.sk"
"Obecný úrad Rimavská Baňa","Hlavná 168","Rimavská Baňa",98053,"obecrimavskabana@stonline.sk"
"Obecný úrad Koromľa","č. 172","Koromľa",7262,"koromla@post.sk"
"Obecný úrad Klin","č. 199","Klin",2941,"obecklin@centrum.sk"
"Obecný úrad Rudinská","č. 125","Rudinská",2331,"rudinska@stonline.sk"
"Matrika Majcichov","č. 606","Majcichov",91922,"ocumajcichov@stonline.sk"
"Obecný úrad Pusté Sady","č. 131","Pusté Sady",92554,"pustesady@orangemail.sk"
"Obecný úrad Dvorany nad Nitrou","č. 13","Dvorany nad Nitrou",95611,"dvoranynadnitrou@stonline.sk"
"Obecný úrad Vyšná Olšava","č. 124","Vyšná Olšava",9032,"obecvo@grkatpo.sk"
"Obecný úrad Detvianska Huta","č. 102","Detvianska Huta",96206,"obudhuta@slovanet.sk, detvianskahuta@polana.eu"
"Obecný úrad Beša","č. 107","Beša",7672,"obec_besa@zoznam.sk"
"Obecný úrad Vrbov","č. 204","Vrbov",5972,"obecvrbov@stonline.sk"
"Obecný úrad Ondrejovce","č. 28 ","Ondrejovce",93551,"obecondrejovce@obecondrejovce.sk, starosta@obecondrejovce.sk"
"Obecný úrad Vyšná Pisaná","Vyšná Pisaná 16","Vyšná Pisaná",9001,"vpisana@gmail.com"
"Obecný úrad Zlatná na Ostrove","Školská 184","Zlatná na Ostrove",94612,"hivatal@stonline.sk"
"Obecný úrad Ladomirov","č. 93","Ladomirov",6771,"oculad@centrum.sk"
"Mestský úrad Skalica","Nám. slobody 10","Skalica",90901,"mesto@skalica.sk"
"Obecný úrad Doľany","č. 2","Doľany",5302,"obec.dolany@spisnet.sk"
"Matrika Horné Obdokovce","č. 389","Horné Obdokovce",95608,"obecnyurad_horneobdokovce@stonline.sk"
"Obecný úrad Janíky","č. 43","Janíky",93039,"obec@janiky.sk"
"Obecný úrad Dubodiel","č. 33","Dubodiel",91323,"obec.dubodiel@stonline.sk"
"Obecný úrad Nýrovce","č. 53","Nýrovce",93567,"obecnyrovce@stonline.sk"
"Obecný úrad Veľký Lipník","č. 283","Veľký Lipník",6533,"ouvelkylipnik@mail.t-com.sk"
"Obecný úrad Mojš","č. 147","Mojš",1001,"ocumojs@mail.t-com.sk"
"Obecný úrad Štiavnické Bane","č. 1","Štiavnické Bane",96981,"obec@stiavnickebane.com"
"Obecný úrad Svederník","č. 46","Svederník",1332,"ousvedernik@pobox.sk, starosta@svedernik.sk"
"Obecný úrad Ležiachov","č. 70","Ležiachov",3842,"leziachov@gaya.sk"
"Obecný úrad Rybany","č. 415","Rybany",95636,"obec@rybany.sk"
"Obecný úrad Petrova Ves","č. 53","Petrova Ves",90844,"petrovaves@petrovaves.sk, obec@petrovaves.sk"
"Mestský úrad Handlová","Nám. baníkov 7","Handlová",97251,"sekretiariat@handlova.sk"
"Mestský úrad Šaľa","Nám. sv. Trojice 7","Šaľa",92715,"mesto@sala.sk"
"Matrika Láb","č. 503","Láb",90067,"starosta@obeclab.sk"
"Obecný úrad Šišov","č. 63","Šišov",95638,"obecsisov@gmail.com"
"Obecný úrad Lenka","č. 11","Lenka",98050,"obec.lenka@post.sk"
"Obecný úrad Chmeľov","č. 89","Chmeľov",8215,"obec.chmelov@stonline.sk"
"Obecný úrad Adamovské Kochanovce","č. 268","Adamovské Kochanovce",91305,"obec@adamovskekochanovce.sk"
"Obecný úrad Michaľany","Hlavná 108","Michaľany",7614,"obecmichalany@stonline.sk"
"Obecný úrad Porúbka","č. 151","Porúbka",7261,"obec@porubka.sk"
"Obecný úrad Nováčany","č. 144","Nováčany",4421,"novacanyocu@eposta.sk"
"Obecný úrad Brezolupy","č. 63","Brezolupy",95701,"brezolupyocu@centrum.sk, brezolupyocu@pobox.sk"
"Obecný úrad Kurov","č. 39","Kurov",8604,"obec.kurov@stonline.sk"
"Obecný úrad Zemplínsky Branč","Kostolná 42","Zemplínsky Branč",7602,"obeczbranc@e-max.sk"
"Obecný úrad Blažovce","č. 22","Blažovce",3844,"michalka@dzd.sk"
"Mestský úrad Čierna nad Tisou","Nám. Pionierov 1","Čierna nad Tisou",7643,"mestskyurad_ciernanadtisou@stonline.sk"
"Obecný úrad Alekšince","č. 389","Alekšince",95122,"obecaleksince@zoznam.sk"
"Matrika Oravská Lesná","Ústredie 291","Oravská Lesná",2957,"ocu.or.lesna@stonline.sk"
"Obecný úrad Drietoma","č. 29","Drietoma",91303,"obec@drietoma.sk"
"Obecný úrad Papradno","č. 315","Papradno",1813,"papradno@slovanet.sk"
"Obecný úrad Modra nad Cirochou","Lúky 111","Modra nad Cirochou",6782,"modranc@stonline.sk"
"Obecný úrad Petrovce","č. 2","Petrovce",7262,"ocuhuta@stonline.sk"
"Mestský úrad Hanušovce nad Topľou","Mierova 333/3","Hanušovce nad Topľou",9431,"msu.hanusovce@slovanet.sk"
"Obecný úrad Vyšná Slaná","č. 29","Vyšná Slaná",4926,"info@vysnaslana.sk"
"Matrika Sokolce","Hlavná 63","Sokolce",94617,"obecsokolce@stonline.sk"
"Obecný úrad Ardanovce","č. 11","Ardanovce",95606,"ouardanovce@wircom.sk"
"Obecný úrad Dlhá Ves","Hlavná 47","Dlhá Ves",4955,"obec.dlhaves@stonline.sk"
"Nemocnica s poliklinikou","V. Spanyola 43","Žilina",1207,"nspza@nspza.sk"
"Obecný úrad Ďanová","č. 22","Ďanová",3842,"danova@danova.sk"
"Obecný úrad Horné Otrokovce","č. 146","Horné Otrokovce",92062,"ocu.h.otrokovce@nextra.sk"
"Obecný úrad Omšenie","č. 330","Omšenie",91443,"ocu.oms@stonline.sk"
"Obecný úrad Zuberec","č. 289","Zuberec",2732,"obec@zuberec.sk"
"Obecný úrad Zboj","č. 98","Zboj",6768,"obec.zboj@stonline.sk"
"Obecný úrad Riečka","č. 57","Riečka",98045,"obec.riecka@gemernet.sk"
"Obecný úrad Slepčany","č. 241","Slepčany",95152,"starosta@slepcany.sk"
"Obecný úrad Torysky","č. 20","Torysky",5372,"obectorysky@stonline.sk"
"Obecný úrad Myslina","č. 19","Myslina",6601,"obecmyslina@stonline.sk"
"Matrika Beckov","č. 180","Beckov",91638,"beckov@ismo.sk"
"Obecný úrad Vrbová nad Váhom","Hlavná 91","Vrbová nad Váhom",94665,"du_vrbova@stonline.sk"
"Obecný úrad Rohovce","č. 164","Rohovce",93030,"ocurohovce@stonline.sk"
"Obecný úrad Iňačovce","č. 141","Iňačovce",7211,"obecinacovce@lekosonline.sk"
"Obecný úrad Nitrianske Sučany","č. 263","Nitrianske Sučany",97221,"obec@nitrianskesucany.sk, starosta@nitrianskesucany.sk"
"Obecný úrad Vislanka","č. 28","Vislanka",6541,"obecvislanka@mail.t-com.sk"
"Matrika Dubové","č. 50","Dubové",3823,"obecdubove@stonline.sk"
"Matrika Pohorelá","Nová ulica 392","Pohorelá",97669,"obec@pohorela.sk"
"Obecný úrad Bajtava","č. 86","Bajtava",94365,"oubajtava@stonline.sk"
"Obecný úrad Kechnec","č. 19","Kechnec",4458,"obeckechnec@stonline.sk"
"Obecný úrad Bobrov","Vyšný koniec 173","Bobrov",2942,"starosta@obecbobrov.sk"
"Obecný úrad Východná","č. 715","Východná",3232,"starosta@obec-vychodna.sk, ocu.vychodna@stonline.sk"
"Obecný úrad Zamarovce","Zamarovská 97","Zamarovce",91105,"zamarovce@stonline.sk"
"Obecný úrad Hatné","č. 46","Hatné",1802,"obechatne@stonline.sk"
"Obecný úrad Bžany","č. 52","Bžany",9033,"bzany@stonline.sk"
"Úrad práce, sociálnych vecí a rodiny Veľký Krtíš, detašované pracovisko Vinica","Cesta slobody 466","Vinica",99128,"upsvr_vk@upsvar.sk"
"Matrika Dolný Štál","č. 676","Dolný Štál",93010,"obec.dol@ba.telecom.sk"
"Obecný úrad Markovce","č. 63","Markovce",7206,"ocumark@stonline.sk"
"Obecný úrad Kamenná Poruba","č. 207","Kamenná Poruba",9303,"ocukporuba@wmx.sk"
"Obecný úrad Boťany","Kvetná 243/1","Boťany",7643,"obecbotany@gmail.com"
"Obecný úrad Dolná Mariková","č. 150","Dolná Mariková",1802,"ocudmarikova@stonline.sk"
"Úrad práce, sociálnych vecí a rodiny Rimavská Sobota, detašované pracovisko Hnúšťa","Daxnerova 426","Hnúšťa",98101,"upsvr_rs@upsvar.sk"
"Obecný úrad Lietavská Lúčka","Cementárenská 3","Lietavská Lúčka",1311,"obec-lietavskalucka@webnet.sk"
"Obecný úrad Radoma","č. 45","Radoma",9042,"obecradoma@stonline.sk"
"Obecný úrad Selce","č. 1","Selce",98013,"selce@gemer.org"
"Matrika Ipeľský Sokolec","č. 119","Ipeľský Sokolec",93575,"sokolec@ba.psg.sk"
"Matrika Dlhá nad Oravou","č. 250","Dlhá nad Oravou",2755,"ocudlhanor@stonline.sk"
"Matrika ","č. 39","Horná Poruba",1835,"obechp@naex.sk"
"Obecný úrad Stretavka","č. 7","Stretavka",7213,"stretavka@interdum.sk"
"Obecný úrad Kalša","č. 128","Kalša",4418,"ocukalsa@mail.t-com.sk"
"Obecný úrad Búč","Nám. vodcu Bulcsu 91","Búč",94635,"obecbuc@nextra.sk"
"Obecný úrad Veľké Ozorovce","Hlavná 264","Veľké Ozorovce",7663,"ocuvelkeozorovce@slovanet.sk"
"Obecný úrad Dolná Ždaňa","č. 46","Dolná Ždaňa",96601,"obec@dolnazdana.sk,starosta@dolnazdana.sk,podatelna@dolnazdana.sk"
"Obecný úrad Košarovce","č. 172","Košarovce",9406,"ocukosarovce@stonline.sk"
"Obecný úrad Milpoš","č. 140","Milpoš",8271,"milpos@milpos.sk"
"Obecný úrad Vrbnica","č. 25","Vrbnica",7216,"p.skyba@centrum.sk"
"Múzeum Červený Kameň","Hrad Červený Kameň","Častá",90089,"muzeumca@mail.t-com.sk, marketing-mck@snm.sk"
"Mestská knižnica R. Jašíka","R. Jašíka 179","Turzovka",2354,"kassturzovka@mail.t-com.sk"
"Obecný úrad Čekovce","č. 19","Čekovce",96241,"obeccekovce@stonline.sk"
"Obecný úrad Seľany","č. 39","Seľany",99127,"obecselany@stonline.sk"
"Obecný úrad Hajtovka","č. 24","Hajtovka",6545,"pnosek@azet.sk"
"Obecný úrad Tužina","č. 76 ","Tužina",97214,"obec@tuzina.sk, tuzina@stonline.sk"
"Matrika Ľubietová","č. 1","Ľubietová",97655,"matrika@lubietova.sk"
"Obecný úrad Prašník","č. 93","Prašník",92211,"ouprasnik@zoznam.sk"
"Obecný úrad Janov","č. 1","Janov",8242,"obecjanov@stonline.sk"
"Obecný úrad Becherov","č. 91","Becherov",8635,"becherov@pobox.sk"
"Obecný úrad Kamenné Kosihy","č. 3","Kamenné Kosihy",99127,"obeckkosihy@slovanet.sk, okk@zoznam.sk"
"Obecný úrad Veterná Poruba","č. 37 ","Veterná Poruba",3104,"vetporuba@stonline.sk"
"Obecný úrad Krušetnica","č. 69","Krušetnica",2954,"ocu.krusetnica@stonline.sk"
"Obecný úrad Veľkrop","č. 23","Veľkrop",9101,"obecvelkrop@stonline.sk"
"Obecný úrad Hudcovce","č. 2","Hudcovce",6745,"ou.hudcovce@stonline.sk"
"Obecný úrad Bohunice","č. 103","Bohunice",1852,"info@obecbohunice.sk "
"Obecný úrad Klokočov","č. 962","Klokočov",2322,"obec.klokocov@stonline.sk, starosta@klokocov.sk"
"Obecný úrad Horné Naštice","č. 75","Horné Naštice",95641,"ocuhnastice@pbi.sk"
"Obecný úrad Hranovnica","Sládkovičova 398","Hranovnica",5916,"obechranovnica@stonline.sk"
"Mestský úrad Hlohovec","M. R. Štefánika 1","Hlohovec",92001,"msu@hlohovec.sk"
"Obecný úrad Malatiná","č. 148","Malatiná",2601,"obecny.urad@malatina.sk"
"Obecný úrad Seniakovce","č. 31","Seniakovce",8203,"obec.seniakovce@zoznam.sk"
"Obecný úrad Hrubý Šúr","č. 205","Hrubý Šúr",90301,"ocu@hruby-sur.sk, ocuhrubysur@stonline.sk"
"Obecný úrad Jablonov","č. 165","Jablonov",5303,"obecjablonov@slovanet.sk"
"Matrika Valaská","Nám. 1. mája 460/8","Valaská",97646,"ocuvalaska@mbox.zelpo.sk"
"Mestský úrad Moldava nad Bodvou","Školská 2","Moldava nad Bodvou",4552,"msu@moldava.sk"
"Obecný úrad Bošany","SNP 112","Bošany",95618,"bosany@bosany.sk"
"Obecný úrad Dolný Chotár","č. 45","Dolný Chotár",92541,"ou.dolny.chotar@nextra.sk, ou.dolny.chotar@orangemail.sk"
"Obecný úrad Radošina","Školská 416","Radošina",95605,"ou@radosina.sk, starosta@radosina.sk"
"Mestský úrad Želiezovce","SNP 2","Želiezovce",93701,"mesto@zeliezovce.sk, prednostka@zeliezovce.sk"
"Obecný úrad Malé Lednice","č. 101","Malé Lednice",1816,"male.lednice@mail.t-com.sk"
"Obecný úrad Hrádok","č. 149","Hrádok",91633,"obec.hradok@stonline.sk"
"Miestny úrad Bratislava - Dúbravka","Žatevná 2","Bratislava - Dúbravka",84102,"mu@dubravka.sk"
"Obecný úrad Kručov","č. 60","Kručov",9032,"obeckrucov@stonline.sk"
"Obecný úrad Malé Kozmálovce","č. 1","Malé Kozmálovce",93521,"ocu.malekozmalovce@mail.t-com.sk"
"Obecný úrad Detrík","č. 1","Detrík",9431,"obec@detrik.gityposta.sk"
"Obecný úrad Lietavská Svinná - Babkov","č. 160","Lietavská Svinná - Babkov",1311,"obeclietsvinnababkov@stonline.sk"
"Obecný úrad Tašuľa","č. 42","Tašuľa",7252,"ocutasula@centrum.sk"
"Obecný úrad Háj","č. 176","Háj",3901,"obecnyurad01@stonline.sk"
"Matrika ","Hlavná 125 ","Veľké Kosihy",94621,"obecvkos@stonline.sk"
"Obecný úrad Boleráz","č. 586","Boleráz",91908,"obec.boleraz@stonline.sk"
"Obecný úrad Bačkov","Hlavná 201","Bačkov",7661,"obecbackov@stonline.sk"
"Matrika Tešedíkovo","Žiharecká 860","Tešedíkovo",92582,"tesedikovo@in.slovanet.sk"
"Obecný úrad Bacúch","č. 279","Bacúch",97664,"obecbacuch@stonline.sk"
"Obecný úrad Dubinné","č. 9","Dubinné",8612,"obecdubinne@stonline.sk"
"Obecný úrad Brezovica","č. 59","Brezovica",8274,"oubrezovica@stonline.sk"
"Obecný úrad Kynceľová","č. 39","Kynceľová",97401,"kyncelova@zmail.sk"
"Obecný úrad Poša","č. 241","Poša",9421,"ocu.posa@slovanet.sk"
"Obecný úrad Zborov nad Bystricou","č. 223","Zborov nad Bystricou",2303,"obec@zborovnadbystricou.sk, obeczborov@stonline.sk"
"Obecný úrad Ploské","č. 74","Ploské",4444,"obecploske@netkosice.sk"
"Matrika Ilava","Mierové nám.16/31","Ilava",1901,"ilava@dv.psg.sk"
"Obecný úrad Hodejov","č. 141","Hodejov",98031,"obec@hodejov.sk"
"Mestský úrad Tlmače","Nám. odborárov 10","Tlmače",93521,"primator@mestotlmace.sk"
"Matrika Sološnica","č. 527","Sološnica",90637,"obec.solosnica@stonline.sk"
"Obecný úrad Hokovce","č. 151","Hokovce",93584,"obechokovce@stonline.sk"
"Obecný úrad Keť","č. 34","Keť",93564,"obecket@stonline.sk, obec.ket@kiwwi.sk"
"Obecný úrad Vojčice","P. O. Hviezdoslava 408","Vojčice",7622,"vojcice1@gbs.eu.sk"
"Obecný úrad Kolinovce","č. 129","Kolinovce",5342,"kolinovce@stonline.sk"
"Obecný úrad Párnica","č. 116","Párnica",2752,"ocuparnica@stonline.sk"
"Obecný úrad Rovinka","č. 350","Rovinka",90041,"rovinka@stonline.sk"
"Obecný úrad Dolné Obdokovce","č. 103","Dolné Obdokovce",95102,"obec.dolneobdokovce@wmx.sk"
"Obecný úrad Dolný Pial","Hlavná 34","Dolný Pial",93537,"obecdolnypial@stonline.sk"
"Lesopoľnohospodársky majetok Ulič, š.p.",,"Ulič",6767,"lpmulic@ke.psg.sk"
"Obecný úrad Ľuboriečka","č. 91","Ľuboriečka",99102,"obecluboriecka@mail.t-com.sk"
"Obecný úrad Pribylina","č. 384","Pribylina",3242,"oupribylina@hradok.net"
"Obecný úrad Čelovce","č. 113","Čelovce",99141,"  obeccelovce@gmail.com, diana.miskova@gmail.com"
"Obecný úrad Mostová","č. 120","Mostová",92507,"mostova@mostova-kurt.sk"
"Obecný úrad Prusy","č. 111","Prusy",95703,"obecprusy@stonline.sk"
"Obecný úrad Senné","č. 230","Senné",7213,"obecsenne@stonline.sk, ocusenne@minet.sk"
"Obecný úrad Malé Kosihy","č. 3","Malé Kosihy",94361,"obecmkosihy@stonline.sk"
"Úrad práce, sociálnych vecí a rodiny Bratislava, detašované pracovisko Bratislava V","Kutlíkova 17","Bratislava - Petržalka",85102,"kosikova.lubica@upsvr.gov.sk"
"Obecný úrad Mýtne Ludany","Kalvinské nám. 1","Mýtne Ludany",93556,"mytneludany@stonline.sk"
"Obecný úrad Báč","č. 124","Báč",93030,"urad@obecbac.sk, ocubac@stonline.sk"
"Obecný úrad Cakov","č. 73","Cakov",98042,"cakov@gemer.org, cakov@zoznam.sk"
"Obecný úrad Hrabičov","č. 188","Hrabičov",96678,"hrabicov@stonline.sk"
"Matrika Žbince","č. 34 ","Žbince",7216,"zbince@minet.sk"
"Obecný úrad Zemplínska Teplica","Okružná 340/2","Zemplínska Teplica",7664,"zemplinskateplica@zemplinskateplica.sk, obeczteplica@stonline.sk, obeczteplica.sek@stonline.sk"
"Matrika Plášťovce",,"Plášťovce",93582,"ouplastovce@orangemail.sk"
"Mestský úrad Stará Ľubovňa","Obchodná 1","Stará Ľubovňa",6401,"msu@staralubovna.sk"
"Obecný úrad Mirkovce","č. 65","Mirkovce",8206,"obecmirkovce@stonline.sk"
"Obecný úrad Kamenný Most","č. 29","Kamenný Most",94358,"kamennymost@parkany.sk"
"Obecný úrad Prihradzany","č. 7","Prihradzany",4914,"obecngtr@stonline.sk"
"Obecný úrad Žalobín","Hlavná 144","Žalobín",9403,"ocu.zalobin@stonline.sk"
"Obecný úrad Lovinobaňa","SNP 361/1","Lovinobaňa",98554,"obeclovinobana@stonline.sk"
"Obecný úrad Pinciná","č. 12","Pinciná",98401,"oupincina@stonline.sk"
"Obecný úrad Huty","č. 84","Huty",2732,"obechuty@stonline.sk"
"Matrika Santovka","Parková 2","Santovka",93587,"obecsantovka@stonline.sk"
"Obecný úrad Jablonka","č. 51","Jablonka",90621,"obecjablonka@centrum.sk"
"Obecný úrad Kostolná pri Dunaji","č. 59","Kostolná pri Dunaji",90301,"kostolnapd@inmail.sk"
"Mestská knižnica Vysoké Tatry","Starý Smokovec","Vysoké Tatry",6201,"kniznica@tatry.sk"
"Matrika Zlatníky","č. 42","Zlatníky",95637,"ocuzlatniky@stonline.sk"
"Obecný úrad Bátovce","č. 2","Bátovce",93503,"ocubatovce@stonline.sk"
"Obecný úrad Merašice","č. 183","Merašice",92061,"oumerasice@wircom.sk"
"Colný úrad Banská Bystrica, pobočka Jesenské","Sobotská 204","Jesenské",98002,"pcu5175@colnasprava.sk"
